"Player","P2p","P3p","FTp","FTA","P2A","P3A","BLKp","TOVp","ASTp","REBp","PTSp","STLp"
"Kyle Anderson",0.556430446194226,0.333333333333333,0.712328767123288,146,381,57,0.0303336703741153,0.0475227502527806,0.102123356926188,0.200202224469161,0.295753286147624,0.0581395348837209
"Pau Gasol",0.481262327416174,0.358333333333333,0.755980861244019,209,507,120,0.043598233995585,0.0596026490066225,0.131346578366446,0.341611479028698,0.427704194260486,0.0132450331125828
"Danny Green",0.419087136929461,0.3625,0.769230769230769,65,241,320,0.0446677833612507,0.0413176996091569,0.0614182021217197,0.139028475711893,0.33500837520938,0.0351758793969849
"Dejounte Murray",0.453913043478261,0.264705882352941,0.709459459459459,148,575,34,0.0177854274239816,0.0768789443488239,0.132530120481928,0.263339070567986,0.375215146299484,0.0556511761331038
"Bryn Forbes",0.446096654275093,0.390350877192982,0.666666666666667,72,269,228,0.001318391562294,0.024390243902439,0.0527356624917601,0.0725115359261701,0.365853658536585,0.018457481872116
"Manu Ginobili",0.505535055350554,0.333333333333333,0.83969465648855,131,271,192,0.0123171670515781,0.0808314087759815,0.125481139337952,0.109314857582756,0.443418013856813,0.0331023864511162
"Rudy Gay",0.515513126491647,0.313559322033898,0.772413793103448,145,419,118,0.0308692120227457,0.0633631194151097,0.0593013809910642,0.236393176279448,0.532087733549959,0.0373679935012185
"Davis Bertans",0.587719298245614,0.373015873015873,0.816326530612245,49,114,252,0.0257589696412144,0.0331186752529899,0.0680772769089236,0.140754369825207,0.419503219871205,0.0239190432382705
"Tony Parker",0.478632478632479,0.27027027027027,0.705128205128205,78,351,37,0.000933706816059757,0.0634920634920635,0.182072829131653,0.0887021475256769,0.393090569561158,0.0261437908496732
"Brandon Paul",0.547945205479452,0.277777777777778,0.511627906976744,43,73,54,0.0121527777777778,0.0503472222222222,0.0642361111111111,0.118055555555556,0.255208333333333,0.0434027777777778
"Joffrey Lauvergne",0.52972972972973,0,0.638297872340426,47,185,5,0.00561797752808989,0.0617977528089888,0.0767790262172285,0.320224719101124,0.423220973782772,0.0168539325842697
"DeMar DeRozan",0.493783303730018,0.310104529616725,0.824686940966011,559,1126,287,0.00811209439528024,0.0645280235988201,0.153761061946903,0.116150442477876,0.678466076696165,0.0313421828908555
"Kyle Lowry",0.474137931034483,0.399328859060403,0.854406130268199,261,348,596,0.00757273814268633,0.0729374252690315,0.21402949382224,0.172977281785572,0.504982064567557,0.0338780390593862
"Serge Ibaka",0.558521560574949,0.36026936026936,0.796610169491525,118,487,297,0.0473005255613951,0.0430004777830865,0.0296225513616818,0.228380315336837,0.45819397993311,0.0138557095078834
"Jonas Valanciunas",0.587275693311582,0.405405405405405,0.805687203791469,211,613,74,0.0399536768963521,0.0665894614939201,0.0469021424435437,0.382165605095541,0.567458019687319,0.0167921250723799
"Pascal Siakam",0.612021857923497,0.21969696969697,0.620689655172414,87,366,132,0.0250148898153663,0.0399047051816557,0.0946992257296009,0.216795711733174,0.35080405002978,0.0369267421083979
"Jakob Poeltl",0.659685863874346,0.5,0.594059405940594,101,382,2,0.0656167979002625,0.0557742782152231,0.0374015748031496,0.257874015748031,0.372047244094488,0.0255905511811024
"Fred VanVleet",0.436619718309859,0.413793103448276,0.831683168316832,101,284,261,0.0125,0.0486842105263158,0.159868421052632,0.121052631578947,0.431578947368421,0.0447368421052632
"OG Anunoby",0.604026845637584,0.370558375634518,0.629032258064516,62,149,197,0.00945307224848076,0.0303848750844024,0.037137069547603,0.12424037812289,0.295746117488184,0.0351114112086428
"Delon Wright",0.519713261648746,0.366013071895425,0.829059829059829,117,279,153,0.0230286113049546,0.0544312630844382,0.139567341242149,0.138171667829728,0.387299371946964,0.0502442428471738
"CJ Miles",0.43448275862069,0.361233480176211,0.835051546391753,97,145,454,0.0157068062827225,0.0291697830964847,0.0411368735976066,0.113687359760658,0.522812266267764,0.0276738967838444
"Norman Powell",0.515957446808511,0.28494623655914,0.82051282051282,39,188,186,0.0150659133709981,0.0621468926553672,0.083804143126177,0.112052730696798,0.362523540489642,0.0348399246704331
"Donovan Mitchell",0.502463054187192,0.34,0.804713804713805,297,812,550,0.010235026535254,0.0815011372251706,0.110310841546626,0.112206216830933,0.612585291887794,0.0447308567096285
"Joe Ingles",0.515748031496063,0.439655172413793,0.795180722891566,83,254,464,0.00775795190069822,0.0616757176105508,0.152055857253685,0.133436772692009,0.364623739332816,0.034910783553142
"Ricky Rubio",0.451263537906137,0.351648351648352,0.866141732283465,254,554,273,0.00488021295474712,0.0918367346938776,0.18189884649512,0.155723158828749,0.447204968944099,0.0536823425022183
"Derrick Favors",0.596244131455399,0.222222222222222,0.651162790697674,215,639,63,0.0380863910822109,0.0408732001857873,0.0473757547607989,0.256386437529029,0.438457965629354,0.0250812819321876
"Rudy Gobert",0.621621621621622,0,0.682274247491639,299,444,0,0.0710352422907489,0.058920704845815,0.0440528634361234,0.330947136563877,0.416299559471366,0.0242290748898678
"Royce ONeale",0.469879518072289,0.355932203389831,0.802631578947368,76,166,118,0.0139130434782609,0.0478260869565217,0.0826086956521739,0.205217391304348,0.298260869565217,0.031304347826087
"Jonas Jerebko",0.510869565217391,0.414012738853503,0.807017543859649,57,184,157,0.0105820105820106,0.0238095238095238,0.037037037037037,0.216931216931217,0.378306878306878,0.0211640211640212
"Rodney Hood",0.455172413793103,0.389312977099237,0.876288659793814,97,290,262,0.00645756457564576,0.0581180811808118,0.0599630996309963,0.10239852398524,0.604243542435424,0.0276752767527675
"Alec Burks",0.452205882352941,0.330985915492958,0.862903225806452,124,272,142,0.00755429650613787,0.056657223796034,0.0632672332389046,0.181303116147309,0.466477809254013,0.0349386213408876
"Ekpe Udoh",0.504201680672269,0,0.75,56,119,1,0.091358024691358,0.0246913580246914,0.0654320987654321,0.185185185185185,0.2,0.0530864197530864
"Thabo Sefolosha",0.551282051282051,0.380952380952381,0.814814814814815,54,156,84,0.0148883374689826,0.0372208436724566,0.0409429280397022,0.199751861042184,0.387096774193548,0.0645161290322581
"Jae Crowder",0.461538461538462,0.315789473684211,0.767857142857143,56,143,152,0.0120967741935484,0.043010752688172,0.0551075268817204,0.137096774193548,0.428763440860215,0.0309139784946237
"Joe Johnson",0.507042253521127,0.273809523809524,0.833333333333333,24,142,84,0.00857142857142857,0.0442857142857143,0.0642857142857143,0.152857142857143,0.332857142857143,0.0171428571428571
"Bradley Beal",0.507337526205451,0.375471698113208,0.791327913279133,369,954,530,0.0120927107826671,0.071884447430299,0.125293920053745,0.121934833725227,0.623782331205912,0.032247228753779
"Otto Porter Jr",0.536713286713287,0.440894568690096,0.828125,128,572,313,0.0168654874537227,0.0308515014397367,0.0645824763471822,0.202385849444673,0.466474701768819,0.0477169888934595
"Kelly Oubre Jr",0.456057007125891,0.341463414634146,0.819742489270386,233,421,369,0.0156880322725235,0.0403406544150605,0.0439264903630659,0.162707306140744,0.427162707306141,0.0358583594800538
"Marcin Gortat",0.517857142857143,0,0.674846625766871,163,560,0,0.0293975903614458,0.047710843373494,0.0727710843373494,0.300240963855422,0.332530120481928,0.0192771084337349
"Markieff Morris",0.529166666666667,0.367149758454106,0.8203125,128,480,207,0.0193089430894309,0.0645325203252032,0.0721544715447155,0.207825203252033,0.427337398373984,0.0284552845528455
"Tomas Satoransky",0.54416961130742,0.465346534653465,0.78125,96,283,101,0.00912964090079124,0.0505173463177115,0.174071819841753,0.141813755325624,0.318928788800974,0.0316494217894096
"John Wall",0.436,0.37125748502994,0.726141078838174,241,500,167,0.0319148936170213,0.112056737588652,0.278723404255319,0.106382978723404,0.565248226950355,0.0404255319148936
"Mike Scott",0.581717451523546,0.404907975460123,0.657894736842105,76,361,163,0.00711237553342817,0.0561877667140825,0.0568990042674253,0.175675675675676,0.475106685633001,0.0163584637268848
"Ian Mahinmi",0.560975609756098,0,0.703125,128,246,2,0.0366812227074236,0.0873362445414847,0.0462882096069869,0.272489082969432,0.319650655021834,0.0331877729257642
"Jodie Meeks",0.46448087431694,0.342857142857143,0.863247863247863,117,183,210,0.00357462019660411,0.033065236818588,0.0625558534405719,0.112600536193029,0.43521000893655,0.0259159964253798
"Tim Frazier",0.439655172413793,0.303571428571429,0.766666666666667,30,116,56,0.00835322195704057,0.0680190930787589,0.231503579952267,0.137231503579952,0.210023866348449,0.0560859188544153
